Region,Old Region,Division,SchoolID,School Name,District,Legislative District,Barangay,Modified COC,TotalEnrolment,Instructional.Rooms,Classroom.Requirement,Shifting,OwnershipType,ElectricitySource,WaterSource,Est.CS,SBPI,Lat,Long
NIR,Region VI,Kabankalan City,302796,Salong National High School,Kabankalan III,6th District,SALONG,JHS with SHS,1209,39,32,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,117892,Salong Elementary School,Kabankalan III,6th District,SALONG,Purely ES,1004,29,32,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
NIR,Region VI,Kabankalan City,117851,SONEDCO Elementary School,Kabankalan II,6th District,CAMUGAO,Purely ES,141,9,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117832,Basak Elementary School,Kabankalan I,6th District,TAN-AWAN,Purely ES,285,10,11,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
NIR,Region VI,Kabankalan City,117841,Bino Elementary School,Kabankalan I,6th District,ORONG,Purely ES,477,8,15,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,7,NA,,
NIR,Region VI,Kabankalan City,302792,Camansi National High School,Kabankalan II,6th District,CAMANSI,JHS with SHS,855,34,25,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
NIR,Region VI,Kabankalan City,117833,Bugtong Elementary School,Kabankalan I,6th District,TAN-AWAN,Purely ES,257,7,9,Single Shift,DOD,GRID SUPPLY,Natural Resources,7,1.875,,
NIR,Region VI,Kabankalan City,117830,Balisong Elementary School,Kabankalan I,6th District,ORONG,Purely ES,394,14,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117848,Orong Elementary School,Kabankalan I,6th District,ORONG,Purely ES,341,15,12,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117867,Pinaguinpinan Elementary School,Kabankalan IV,6th District,PINAGUINPINAN,Purely ES,542,21,20,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,1.975,,
NIR,Region VI,Kabankalan City,117853,Tan-awan Elementary School,Kabankalan I,6th District,TAN-AWAN,Purely ES,678,19,22,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
NIR,Region VI,Kabankalan City,117856,Camansi Elementary School,Kabankalan II,6th District,CAMANSI,Purely ES,676,23,23,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117838,Colambo Elementary School,Kabankalan V,6th District,ORINGAO,Purely ES,149,5,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.225,,
NIR,Region VI,Kabankalan City,302800,Tampalon National High School,Kabankalan II,6th District,TAMPALON,JHS with SHS,1212,42,33,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
NIR,Region VI,Kabankalan City,117864,Matama Elementary School,Kabankalan II,6th District,CAMANSI,Purely ES,292,10,11,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,1.975,,
NIR,Region VI,Kabankalan City,117855,Balagtingon Elementary School,Kabankalan II,6th District,CAMANSI,Purely ES,139,8,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
NIR,Region VI,Kabankalan City,117847,Oringao Elementary School,Kabankalan V,6th District,ORINGAO,Purely ES,1270,36,40,Single Shift,DOD,GRID SUPPLY,Natural Resources,3,2,,
NIR,Region VI,Kabankalan City,117872,Yanog Elementary School,Kabankalan II,6th District,TAMPALON,Purely ES,182,8,8,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
NIR,Region VI,Kabankalan City,117893,San Jose Elementary School,Kabankalan III,6th District,SALONG,Purely ES,525,19,17,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
NIR,Region VI,Kabankalan City,185501,Cara-an Elementary School,Kabankalan II,6th District,TAMPALON,Purely ES,214,7,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,302793,Florentino Galang Sr. National High School,Kabankalan V,6th District,ORINGAO,JHS with SHS,2768,85,75,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
NIR,Region VI,Kabankalan City,305892,Bula National High School,Kabankalan V,6th District,CAROL-AN,Purely JHS,190,3,5,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,3,NA,,
NIR,Region VI,Kabankalan City,117834,Bula Elementary Shool,Kabankalan V,6th District,CAROL-AN,Purely ES,386,12,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,500589,Hinapunan Integrated School,Kabankalan V,6th District,ORINGAO,All Offering (K to 12),592,20,21,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,302787,Carol-an National High School,Kabankalan V,6th District,CAROL-AN,JHS with SHS,599,27,19,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
NIR,Region VI,Kabankalan City,117829,Badiangay Elementary School,Kabankalan V,6th District,ORINGAO,Purely ES,350,10,13,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
NIR,Region VI,Kabankalan City,117882,Dr. Pablo Torre Elementary School,Kabankalan III,6th District,SALONG,Purely ES,180,5,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.225,,
NIR,Region VI,Kabankalan City,117850,Pres. Osmeña Elementary School,Kabankalan V,6th District,CAMINGAWAN,Purely ES,266,12,11,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NIR,Region VI,Kabankalan City,117835,Camingawan Elementary School,Kabankalan V,6th District,CAMINGAWAN,Purely ES,686,19,25,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
NIR,Region VI,Kabankalan City,117871,Tampalon Elementary School,Kabankalan II,6th District,TAMPALON,Purely ES,1332,31,40,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,10,1.8,,
NIR,Region VI,Kabankalan City,117861,Kabanyohan Elementary School,Kabankalan II,6th District,TAMPALON,Purely ES,123,7,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117854,Amian Elementary School,Kabankalan II,6th District,TAMPALON,Purely ES,242,7,10,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.225,,
NIR,Region VI,Kabankalan City,117836,Carol-an Elementary School,Kabankalan V,6th District,CAROL-AN,Purely ES,800,24,26,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,3,NA,,
NIR,Region VI,Kabankalan City,117891,Sagumayon Primary School,Kabankalan IV,6th District,BANTAYAN,Purely ES,29,1,3,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.175,,
NIR,Region VI,Kabankalan City,117831,Ballo Elementary School,Kabankalan V,6th District,TAGUKON,Purely ES,199,6,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117879,Candiacap Elementary School,Kabankalan III,6th District,TAPI,Purely ES,138,6,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.225,,
NIR,Region VI,Kabankalan City,117846,NOAC ELEMENTARY SCHOOL,Kabankalan V,6th District,CAMINGAWAN,Purely ES,594,20,23,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
NIR,Region VI,Kabankalan City,117863,Magtongtong Elementary School,Kabankalan II,6th District,TAMPALON,Purely ES,237,8,9,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
NIR,Region VI,Kabankalan City,305893,Camingawan National High School,Kabankalan V,6th District,CAMINGAWAN,Purely JHS,552,9,14,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,8,NA,,
NIR,Region VI,Kabankalan City,302790,Tagukon National High School,Kabankalan V,6th District,TAGUKON,JHS with SHS,652,18,19,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.425,,
NIR,Region VI,Kabankalan City,302801,Tapi National High School,Kabankalan III,6th District,TAPI,JHS with SHS,1510,51,41,Single Shift,SP,GRID SUPPLY,Natural Resources,1,1.875,,
NIR,Region VI,Kabankalan City,117895,Tapi Elementary School,Kabankalan III,6th District,TAPI,Purely ES,1033,35,33,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117866,Piliopiliohan Elementary School,Kabankalan IV,6th District,INAPOY,Purely ES,169,5,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
NIR,Region VI,Kabankalan City,117877,Calabasahan Elementary School,Kabankalan III,6th District,TAPI,Purely ES,240,7,9,Single Shift,TCT / OCT,GRID SUPPLY,Natural Resources,2,2.125,,
NIR,Region VI,Kabankalan City,117852,Tagukon Elementary School,Kabankalan V,6th District,TAGUKON,Purely ES,628,17,18,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
NIR,Region VI,Kabankalan City,117849,Pitgong Elementary School,Kabankalan V,6th District,ORINGAO,Purely ES,125,3,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,4,2.05,,
NIR,Region VI,Kabankalan City,117844,Mansumbil Elementary School,Kabankalan V,6th District,TAGUKON,Purely ES,149,7,7,Single Shift,For Verification,NO ELECTRICITY SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,117860,Inapoy Elementary School,Kabankalan IV,6th District,INAPOY,Purely ES,352,15,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117868,Sampac Primary School,Kabankalan IV,6th District,TABUGON,Purely ES,42,2,3,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
NIR,Region VI,Kabankalan City,302794,Inapoy National High School,Kabankalan IV,6th District,INAPOY,JHS with SHS,444,14,14,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,1.975,,
NIR,Region VI,Kabankalan City,117881,Dacongcogon Elementary School,Kabankalan III,6th District,TAPI,Purely ES,339,13,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,302797,Tabugon National High School,Kabankalan IV,6th District,TABUGON,JHS with SHS,1354,55,39,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117869,Tabugon Elementary School,Kabankalan IV,6th District,TABUGON,Purely ES,1357,43,41,Single Shift,PP,GRID SUPPLY,Natural Resources,0,2.35,,
NIR,Region VI,Kabankalan City,302799,Tagoc National High School,Kabankalan IV,6th District,TAGOC,JHS with SHS,223,8,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,305932,Tabugon Farm School,Kabankalan IV,6th District,TABUGON,Purely JHS,114, #N/A   ,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,4,NA,,
NIR,Region VI,Kabankalan City,117870,Tagoc Elementary School,Kabankalan IV,6th District,TAGOC,Purely ES,466,17,20,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,302798,Pinaguinpinan National High School,Kabankalan IV,6th District,PINAGUINPINAN,JHS with SHS,380,20,11,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117865,Pangyasan Elementary School,Kabankalan IV,6th District,TABUGON,Purely ES,138,2,6,Single Shift,DOD,GRID SUPPLY,Natural Resources,5,2.05,,
NIR,Region VI,Kabankalan City,117887,Magballo Elementary School,Kabankalan III,6th District,MAGBALLO,Purely ES,898,30,28,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.25,,
NIR,Region VI,Kabankalan City,302802,Magballo National High School,Kabankalan III,6th District,MAGBALLO,JHS with SHS,666,13,19,Single Shift,SP,GRID SUPPLY,Natural Resources,7,1.775,,
NIR,Region VI,Kabankalan City,117889,Nursery Elementary School,Kabankalan IV,6th District,BANTAYAN,Purely ES,173,5,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,4,NA,,
NIR,Region VI,Kabankalan City,117890,Pacao Elementary School,Kabankalan IV,6th District,BANTAYAN,Purely ES,273,10,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Kabankalan City,117878,Camandaan Primary School,Kabankalan IV,6th District,BANTAYAN,Purely ES,57,1,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,5,2.05,,
NIR,Region VI,Kabankalan City,302785,Bantayan National High School,Kabankalan IV,6th District,BANTAYAN,JHS with SHS,1290,55,36,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Kabankalan City,117874,Bantayan Elementary School,Kabankalan IV,6th District,BANTAYAN,Purely ES,977,32,32,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
NIR,Region VI,Kabankalan City,312102,Bantayan National High School - Baras Diutay Ext.,Kabankalan IV,6th District,BANTAYAN,JHS with SHS,239,5,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
NIR,Region VI,Kabankalan City,117875,Baras Diutay Elementary School,Kabankalan IV,6th District,BANTAYAN,Purely ES,165,9,8,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
NIR,Region VI,Kabankalan City,302795,Locotan National High School,Kabankalan IV,6th District,LOCOTAN,JHS with SHS,552,14,16,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,6,1.925,,
NIR,Region VI,Kabankalan City,117873,Banman Primary School,Kabankalan IV,6th District,LOCOTAN,Purely ES,45,1,3,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
NIR,Region VI,Kabankalan City,185502,Mamba-og Primary School,Kabankalan IV,6th District,BANTAYAN,Purely ES,55,2,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,4,2.05,,
NIR,Region VI,Kabankalan City,117885,Locotan Elementary School,Kabankalan IV,6th District,LOCOTAN,Purely ES,363,15,13,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.45,,
NIR,Region VI,Kabankalan City,117883,Ilan Elementary School,Kabankalan IV,6th District,LOCOTAN,Purely ES,149,3,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,4,NA,,
NIR,Region VI,Kabankalan City,117886,Lowag Elementary School,Kabankalan IV,6th District,LOCOTAN,Purely ES,278,7,10,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
NIR,Region VI,Silay City,117817,Mambag-id Elementary School,Silay City District III,3rd District,BALARING,Purely ES,246,14,10,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.25,,
NIR,Region VI,Silay City,117811,Bongol Elementary School,Silay City District II,3rd District,BALARING,Purely ES,136,5,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
NIR,Region VI,Silay City,117805,Adela Elementary School,Silay City District II,3rd District,RIZAL,Purely ES,161,12,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
NIR,Region VI,Silay City,117815,Hawaiian-Philippine Company Elementary School,Silay City District III,3rd District,BARANGAY VI POB. (HAWAIIAN),Purely ES,446,19,15,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NIR,Region VI,Silay City,302782,Doña Montserrat Lopez Memorial High School - HPCO Extension,Silay City District I,3rd District,BARANGAY VI POB. (HAWAIIAN),JHS with SHS,272,8,9,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,3,NA,,
NIR,Region VI,Silay City,500199,Don Albino & Doña Dolores Jison Integrated School,Silay City District II,3rd District,BALARING,All Offering (K to 12),475,20,19,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Silay City,302781,Barangay Eustaquio Lopez National High School,Silay City District III,3rd District,EUSTAQUIO LOPEZ,JHS with SHS,2086,53,54,Single Shift,DOD,GRID SUPPLY,Natural Resources,5,2,,
NIR,Region VI,Silay City,117814,Eustaquio Lopez Elementary School,Silay City District III,3rd District,EUSTAQUIO LOPEZ,Purely ES,1895,44,51,Single Shift,DOD,GRID SUPPLY,Natural Resources,7,2.075,,
NIR,Region VI,Silay City,117822,Lantad Elementary School,Silay City District IV,3rd District,LANTAD,Purely ES,300,17,12,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NIR,Region VI,Silay City,302780,Doña Montserrat Lopez Memorial High School,Silay City District I,3rd District,RIZAL,JHS with SHS,7063,207,180,Single Shift,TCT / OCT,GRID SUPPLY,Piped line from Local Service Provider,3,2.1,,
NIR,Region VI,Silay City,117807,Gov. Emilio Gaston Memorial Elementary School,Silay City District II,3rd District,RIZAL,Purely ES,1638,48,51,Single Shift,TCT / OCT,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
NIR,Region VI,Silay City,117816,Hinicayan Elementary School,Silay City District III,3rd District,EUSTAQUIO LOPEZ,Purely ES,468,13,17,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
NIR,Region VI,Silay City,185002,Emiliano Lizares Elementary School,Silay City District III,3rd District,EUSTAQUIO LOPEZ,Purely ES,221,7,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
NIR,Region VI,Silay City,117827,Silay North Elementary School,Silay City District IV,3rd District,BARANGAY III (POB.),Purely ES,1004,39,32,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NIR,Region VI,Silay City,117808,La Purisima Concepcion Elementary School,Silay City District II,3rd District,EUSTAQUIO LOPEZ,Purely ES,412,13,18,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Silay City,117803,Mambulac Elementary School,Silay City District I,3rd District,MAMBULAC,Purely ES,508,28,18,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Silay City,500198,Silay SPED Center,Silay City District I,3rd District,BARANGAY III (POB.),All Offering (K to 12),68,14,22,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,5,NA,,
NIR,Region VI,Silay City,117801,Don Eustaquio Hofileña Memorial Elementary School,Silay City District I,3rd District,BARANGAY III (POB.),Purely ES,449,19,16,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NIR,Region VI,Silay City,117804,Silay South Elementary School,Silay City District I,3rd District,BARANGAY III (POB.),Purely ES,2622,78,82,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,5,NA,,
NIR,Region VI,Silay City,500200,Napilas Integrated School,Silay City District II,3rd District,EUSTAQUIO LOPEZ,All Offering (K to 12),210,16,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Silay City,500196,Guinhalaran Integrated School,Silay City District I,3rd District,GUINHALARAN,All Offering (K to 12),1092,34,34,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
NIR,Region VI,Silay City,185001,Dominador 'Oking' Jison Memorial Elementary School,Silay City District I,3rd District,GUINHALARAN,Purely ES,800,21,26,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,6,NA,,
NIR,Region VI,Silay City,302779,Don Felix T. Lacson Memorial National High School,Silay City District III,3rd District,KAPITAN RAMON,JHS with SHS,769,21,22,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,3,2.2,,
NIR,Region VI,Silay City,117824,Don Serafin R. Gamboa Elementary School,Silay City District IV,3rd District,BAGTIC,Purely ES,103,7,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
NIR,Region VI,Silay City,117813,Don Homero H. Tanpinco Elementary School,Silay City District III,3rd District,KAPITAN RAMON,Purely ES,629,26,22,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Silay City,117828,Sto. Rosario Elementary School,Silay City District IV,3rd District,BAGTIC,Purely ES,614,24,20,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Silay City,185004,Benita Jarra Elementary School,Silay City District II,3rd District,KAPITAN RAMON,Purely ES,79,6,5,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Silay City,302784,Angeles J. Montinola Farm School,Silay City District III,3rd District,BAGTIC,JHS with SHS,210,11,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
NIR,Region VI,Silay City,500201,Violeta Integrated School,Silay City District II,3rd District,KAPITAN RAMON,All Offering (K to 12),367,16,13,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
